id,x,y,z
569,0.000000,3.350000,0.170000
570,-0.085000,3.350000,0.147224
571,-0.147224,3.350000,0.085000
572,-0.170000,3.350000,0.000000
573,-0.147224,3.350000,-0.085000
574,-0.085000,3.350000,-0.147224
575,-0.000000,3.350000,-0.170000
576,0.085000,3.350000,-0.147224
577,0.147224,3.350000,-0.085000
578,0.157060,3.284944,0.000000
579,0.136018,3.284944,0.078530
580,0.078530,3.284944,0.136018
581,0.000000,3.284944,0.157060
582,-0.078530,3.284944,0.136018
583,-0.136018,3.284944,0.078530
584,-0.157060,3.284944,0.000000
585,-0.136018,3.284944,-0.078530
586,-0.078530,3.284944,-0.136018
587,-0.000000,3.284944,-0.157060
588,0.078530,3.284944,-0.136018
589,0.136018,3.284944,-0.078530
590,0.120208,3.229792,0.000000
591,0.104103,3.229792,0.060104
592,0.060104,3.229792,0.104103
593,0.000000,3.229792,0.120208
594,-0.060104,3.229792,0.104103
595,-0.104103,3.229792,0.060104
596,-0.120208,3.229792,0.000000
597,-0.104103,3.229792,-0.060104
598,-0.060104,3.229792,-0.104103
599,-0.000000,3.229792,-0.120208
600,0.060104,3.229792,-0.104103
601,0.104103,3.229792,-0.060104
602,0.065056,3.192940,0.000000
603,0.056340,3.192940,0.032528
604,0.032528,3.192940,0.056340
605,0.000000,3.192940,0.065056
606,-0.032528,3.192940,0.056340
607,-0.056340,3.192940,0.032528
608,-0.065056,3.192940,0.000000
609,-0.056340,3.192940,-0.032528
610,-0.032528,3.192940,-0.056340
611,-0.000000,3.192940,-0.065056
612,0.032528,3.192940,-0.056340
613,0.056340,3.192940,-0.032528
614,0.000000,3.180000,0.000000
615,-0.750000,4.910000,0.000000
616,-0.688771,4.897821,0.000000
617,-0.696974,4.897821,0.030615
618,-0.719385,4.897821,0.053026
619,-0.750000,4.897821,0.061229
620,-0.780615,4.897821,0.053026
621,-0.803026,4.897821,0.030615
622,-0.811229,4.897821,0.000000
623,-0.803026,4.897821,-0.030615
624,-0.780615,4.897821,-0.053026
625,-0.750000,4.897821,-0.061229
626,-0.719385,4.897821,-0.053026
627,-0.696974,4.897821,-0.030615
628,-0.636863,4.863137,0.000000
629,-0.652020,4.863137,0.056569
